ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	log2err
BP	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	49	-0.468087789689747	-1.65373773225684	0.00562131416783419	0.168296907684297	0.168296907684297	17678	tags=67%, list=40%, signal=40%	ENSG00000198840/ENSG00000164258/ENSG00000158864/ENSG00000168653/ENSG00000110717/ENSG00000198888/ENSG00000166136/ENSG00000145335/ENSG00000109390/ENSG00000198763/ENSG00000139180/ENSG00000090266/ENSG00000174886/ENSG00000125356/ENSG00000178127/ENSG00000189043/ENSG00000151366/ENSG00000137806/ENSG00000145494/ENSG00000065518/ENSG00000212907/ENSG00000023228/ENSG00000170906/ENSG00000128609/ENSG00000213619/ENSG00000004779/ENSG00000136521/ENSG00000183648/ENSG00000184983/ENSG00000199038/ENSG00000267855/ENSG00000099795/ENSG00000115286	0.407017918923954
BP	GO:0002826	negative regulation of T-helper 1 type immune response	15	0.619029170393651	1.65342929158287	0.0134867172226694	0.264447298030417	0.264447298030417	11420	tags=73%, list=26%, signal=54%	ENSG00000143184/ENSG00000105246/ENSG00000115602/ENSG00000137496/ENSG00000168961/ENSG00000135077/ENSG00000150782/ENSG00000105639/ENSG00000117586/ENSG00000137033/ENSG00000168811	0.380730400722792
BP	GO:0086010	membrane depolarization during action potential	31	-0.522728396808382	-1.65333580766983	0.00955701470924099	0.225635553233734	0.225635553233734	12867	tags=52%, list=29%, signal=36%	ENSG00000128245/ENSG00000130529/ENSG00000153956/ENSG00000166257/ENSG00000006283/ENSG00000183023/ENSG00000196876/ENSG00000144285/ENSG00000070159/ENSG00000182533/ENSG00000168356/ENSG00000149575/ENSG00000185313/ENSG00000138622/ENSG00000183873/ENSG00000108961	0.380730400722792
BP	GO:0070424	regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	13	0.658258662687887	1.6516631642526	0.00988608502688977	0.226242378711261	0.226242378711261	11933	tags=54%, list=27%, signal=39%	ENSG00000112851/ENSG00000204388/ENSG00000204389/ENSG00000118503/ENSG00000134242/ENSG00000139370/ENSG00000023445	0.380730400722792
BP	GO:1903265	positive regulation of tumor necrosis factor-mediated signaling pathway	17	0.600413414557005	1.65161735509659	0.0098256812487214	0.226091859712379	0.226091859712379	9390	tags=47%, list=21%, signal=37%	ENSG00000283203/ENSG00000137752/ENSG00000162511/ENSG00000204388/ENSG00000118113/ENSG00000204389/ENSG00000196954/ENSG00000151694	0.380730400722792
BP	GO:0071622	regulation of granulocyte chemotaxis	49	0.471053067020271	1.65091330309024	0.00504640703703296	0.159115988862939	0.159115988862939	5241	tags=27%, list=12%, signal=23%	ENSG00000108691/ENSG00000143184/ENSG00000123610/ENSG00000128340/ENSG00000078401/ENSG00000120337/ENSG00000184371/ENSG00000110944/ENSG00000111199/ENSG00000171860/ENSG00000019582/ENSG00000113296/ENSG00000169429	0.407017918923954
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	242	0.368622342692498	1.64759037083865	1.84453935160191e-05	0.00616297488157231	0.00616297488157231	9413	tags=29%, list=22%, signal=23%	ENSG00000108691/ENSG00000026508/ENSG00000143184/ENSG00000163501/ENSG00000139193/ENSG00000115085/ENSG00000179344/ENSG00000174697/ENSG00000162692/ENSG00000114013/ENSG00000198851/ENSG00000160255/ENSG00000159216/ENSG00000105246/ENSG00000203710/ENSG00000113520/ENSG00000160223/ENSG00000204257/ENSG00000168421/ENSG00000108604/ENSG00000110448/ENSG00000147168/ENSG00000110944/ENSG00000170961/ENSG00000204287/ENSG00000186818/ENSG00000113916/ENSG00000164136/ENSG00000196352/ENSG00000204472/ENSG00000090659/ENSG00000168961/ENSG00000107485/ENSG00000138795/ENSG00000125538/ENSG00000007908/ENSG00000067955/ENSG00000136518/ENSG00000162594/ENSG00000130427/ENSG00000107099/ENSG00000135046/ENSG00000198502/ENSG00000141968/ENSG00000254087/ENSG00000140835/ENSG00000232629/ENSG00000204592/ENSG00000163513/ENSG00000138684/ENSG00000107738/ENSG00000223865/ENSG00000168040/ENSG00000162711/ENSG00000100219/ENSG00000231389/ENSG00000176105/ENSG00000105974/ENSG00000020633/ENSG00000135077/ENSG00000081237/ENSG00000204305/ENSG00000124253/ENSG00000126804/ENSG00000196126/ENSG00000196735/ENSG00000109906/ENSG00000150782/ENSG00000173039/ENSG00000204252	0.575610261071129
BP	GO:0032602	chemokine production	83	0.425674676676523	1.64654732463508	0.00194242064392992	0.0959869539368556	0.0959869539368556	10961	tags=48%, list=25%, signal=36%	ENSG00000179593/ENSG00000243414/ENSG00000112851/ENSG00000186146/ENSG00000137462/ENSG00000160224/ENSG00000095970/ENSG00000115602/ENSG00000189058/ENSG00000019549/ENSG00000136634/ENSG00000239732/ENSG00000111199/ENSG00000186818/ENSG00000172243/ENSG00000204472/ENSG00000213088/ENSG00000019582/ENSG00000160712/ENSG00000145777/ENSG00000168961/ENSG00000125538/ENSG00000169429/ENSG00000181092/ENSG00000077238/ENSG00000122691/ENSG00000084207/ENSG00000182578/ENSG00000135077/ENSG00000204305/ENSG00000150782/ENSG00000151694/ENSG00000177663/ENSG00000189403/ENSG00000100644/ENSG00000196664/ENSG00000082196/ENSG00000117586/ENSG00000164251/ENSG00000137033	0.45505986738723
BP	GO:0032642	regulation of chemokine production	83	0.425674676676523	1.64654732463508	0.00194242064392992	0.0959869539368556	0.0959869539368556	10961	tags=48%, list=25%, signal=36%	ENSG00000179593/ENSG00000243414/ENSG00000112851/ENSG00000186146/ENSG00000137462/ENSG00000160224/ENSG00000095970/ENSG00000115602/ENSG00000189058/ENSG00000019549/ENSG00000136634/ENSG00000239732/ENSG00000111199/ENSG00000186818/ENSG00000172243/ENSG00000204472/ENSG00000213088/ENSG00000019582/ENSG00000160712/ENSG00000145777/ENSG00000168961/ENSG00000125538/ENSG00000169429/ENSG00000181092/ENSG00000077238/ENSG00000122691/ENSG00000084207/ENSG00000182578/ENSG00000135077/ENSG00000204305/ENSG00000150782/ENSG00000151694/ENSG00000177663/ENSG00000189403/ENSG00000100644/ENSG00000196664/ENSG00000082196/ENSG00000117586/ENSG00000164251/ENSG00000137033	0.45505986738723
BP	GO:0007512	adult heart development	10	0.687474545557494	1.64606918655888	0.029020638126381	0.375828512045985	0.375828512045985	10042	tags=50%, list=23%, signal=39%	ENSG00000134817/ENSG00000173991/ENSG00000092054/ENSG00000164107/ENSG00000197616	0.352487857583619
BP	GO:0061157	mRNA destabilization	166	-0.387766990126342	-1.64587329323146	0.000156530266305731	0.0216869734109863	0.0216869734109863	10742	tags=28%, list=25%, signal=21%	ENSG00000216135/ENSG00000207811/ENSG00000198995/ENSG00000107864/ENSG00000207757/ENSG00000207609/ENSG00000208027/ENSG00000207864/ENSG00000199017/ENSG00000146453/ENSG00000199121/ENSG00000208009/ENSG00000149016/ENSG00000112183/ENSG00000199038/ENSG00000207971/ENSG00000207595/ENSG00000207611/ENSG00000207582/ENSG00000178199/ENSG00000207933/ENSG00000254324/ENSG00000199102/ENSG00000207975/ENSG00000207743/ENSG00000207613/ENSG00000199059/ENSG00000207587/ENSG00000207761/ENSG00000207646/ENSG00000208017/ENSG00000199082/ENSG00000207935/ENSG00000207626/ENSG00000187583/ENSG00000276365/ENSG00000207805/ENSG00000208036/ENSG00000208023/ENSG00000207713/ENSG00000267195/ENSG00000212040/ENSG00000283871/ENSG00000207654/ENSG00000207581/ENSG00000284231	0.518848077743792
BP	GO:0061052	negative regulation of cell growth involved in cardiac muscle cell development	13	-0.65411059018209	-1.64577373916362	0.0138712627760853	0.268209856408889	0.268209856408889	1988	tags=23%, list=5%, signal=22%	ENSG00000117152/ENSG00000207752/ENSG00000207581	0.380730400722792
BP	GO:0042634	regulation of hair cycle	21	0.552290744174598	1.64528546231331	0.0242558924718512	0.344661559277792	0.344661559277792	12843	tags=57%, list=29%, signal=40%	ENSG00000069482/ENSG00000102871/ENSG00000101311/ENSG00000182704/ENSG00000184363/ENSG00000062038/ENSG00000092969/ENSG00000179094/ENSG00000198758/ENSG00000137497/ENSG00000109101/ENSG00000167723	0.352487857583619
MF	GO:0031994	insulin-like growth factor I binding	13	0.655541600458872	1.64484567463488	0.0105859671868159	0.237747829789896	0.237747829789896	6004	tags=46%, list=14%, signal=40%	ENSG00000146678/ENSG00000132470/ENSG00000259207/ENSG00000115461/ENSG00000081479/ENSG00000091409	0.380730400722792
MF	GO:0099508	voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential	10	-0.690783231726269	-1.64472002848022	0.0248155531176542	0.346765558426634	0.346765558426634	11993	tags=80%, list=27%, signal=58%	ENSG00000129159/ENSG00000144285/ENSG00000187486/ENSG00000121361/ENSG00000185313/ENSG00000177301/ENSG00000162989/ENSG00000166006	0.352487857583619
BP	GO:0046632	alpha-beta T cell differentiation	121	0.39785205312505	1.64306569077827	0.0010809619552818	0.0716609143846739	0.0716609143846739	10875	tags=34%, list=25%, signal=26%	ENSG00000163501/ENSG00000106952/ENSG00000114013/ENSG00000171522/ENSG00000159216/ENSG00000115607/ENSG00000120337/ENSG00000115604/ENSG00000160223/ENSG00000136634/ENSG00000110944/ENSG00000171611/ENSG00000204287/ENSG00000186818/ENSG00000184557/ENSG00000160712/ENSG00000107485/ENSG00000138795/ENSG00000067955/ENSG00000126561/ENSG00000162594/ENSG00000135046/ENSG00000163513/ENSG00000138684/ENSG00000204264/ENSG00000162739/ENSG00000130038/ENSG00000162711/ENSG00000205220/ENSG00000020633/ENSG00000106588/ENSG00000196126/ENSG00000109906/ENSG00000168610/ENSG00000150782/ENSG00000189403/ENSG00000197272/ENSG00000240065/ENSG00000105639/ENSG00000117586/ENSG00000135047	0.45505986738723
BP	GO:0002329	pre-B cell differentiation	7	0.776400342274371	1.64297966557582	0.0148156370162038	0.274559115329275	0.274559115329275	4568	tags=43%, list=10%, signal=38%	ENSG00000211899/ENSG00000175097/ENSG00000162511	0.380730400722792
BP	GO:0050779	RNA destabilization	169	-0.386238411836921	-1.64152045009211	0.000167906913304296	0.0222623245528696	0.0222623245528696	10742	tags=28%, list=25%, signal=21%	ENSG00000216135/ENSG00000207811/ENSG00000198995/ENSG00000107864/ENSG00000207757/ENSG00000187772/ENSG00000207609/ENSG00000208027/ENSG00000207864/ENSG00000199017/ENSG00000146453/ENSG00000199121/ENSG00000208009/ENSG00000149016/ENSG00000112183/ENSG00000199038/ENSG00000207971/ENSG00000207595/ENSG00000207611/ENSG00000207582/ENSG00000178199/ENSG00000207933/ENSG00000254324/ENSG00000199102/ENSG00000207975/ENSG00000207743/ENSG00000207613/ENSG00000199059/ENSG00000207587/ENSG00000207761/ENSG00000207646/ENSG00000208017/ENSG00000199082/ENSG00000207935/ENSG00000207626/ENSG00000187583/ENSG00000276365/ENSG00000207805/ENSG00000208036/ENSG00000208023/ENSG00000207713/ENSG00000267195/ENSG00000212040/ENSG00000283871/ENSG00000207654/ENSG00000207581/ENSG00000284231	0.518848077743792
BP	GO:0050665	hydrogen peroxide biosynthetic process	12	0.660902493012062	1.63801725252566	0.0155797024612371	0.281682369391154	0.281682369391154	13124	tags=75%, list=30%, signal=53%	ENSG00000140254/ENSG00000122386/ENSG00000140279/ENSG00000069535/ENSG00000168610/ENSG00000137857/ENSG00000010810/ENSG00000140274/ENSG00000156968	0.380730400722792
BP	GO:0030183	B cell differentiation	112	0.403234662523943	1.6378725665162	0.000758916588019841	0.0559430018677863	0.0559430018677863	13825	tags=48%, list=32%, signal=33%	ENSG00000187736/ENSG00000211899/ENSG00000139193/ENSG00000105647/ENSG00000132522/ENSG00000121152/ENSG00000103375/ENSG00000175097/ENSG00000162692/ENSG00000235568/ENSG00000203710/ENSG00000113520/ENSG00000136634/ENSG00000239732/ENSG00000117322/ENSG00000157227/ENSG00000066336/ENSG00000162511/ENSG00000158714/ENSG00000150093/ENSG00000138684/ENSG00000104332/ENSG00000100219/ENSG00000137070/ENSG00000100060/ENSG00000081237/ENSG00000168918/ENSG00000185650/ENSG00000168610/ENSG00000187997/ENSG00000152518/ENSG00000151694/ENSG00000140968/ENSG00000113810/ENSG00000056972/ENSG00000105639/ENSG00000106003/ENSG00000067082/ENSG00000090554/ENSG00000136824/ENSG00000162298/ENSG00000079112/ENSG00000152804/ENSG00000102524/ENSG00000145041/ENSG00000166349/ENSG00000095585/ENSG00000144802/ENSG00000147251/ENSG00000117461/ENSG00000136244/ENSG00000135905/ENSG00000134352/ENSG00000196092	0.477270815362862
MF	GO:0050997	quaternary ammonium group binding	39	0.480168289927229	1.63772896772561	0.00844046503791002	0.21033428845385	0.21033428845385	3240	tags=15%, list=7%, signal=14%	ENSG00000132465/ENSG00000188488/ENSG00000211899/ENSG00000007350/ENSG00000151005/ENSG00000130208	0.380730400722792
CC	GO:0098636	protein complex involved in cell adhesion	40	0.479945985365605	1.63649602133026	0.00826301248359712	0.21033428845385	0.21033428845385	8375	tags=45%, list=19%, signal=36%	ENSG00000160255/ENSG00000132470/ENSG00000161638/ENSG00000259207/ENSG00000005844/ENSG00000120332/ENSG00000105855/ENSG00000091409/ENSG00000254087/ENSG00000198542/ENSG00000077943/ENSG00000150093/ENSG00000164171/ENSG00000213949/ENSG00000169896/ENSG00000196739/ENSG00000183798/ENSG00000139626	0.380730400722792
MF	GO:0008494	translation activator activity	14	-0.628551896059278	-1.6351885658554	0.0168930463649118	0.289085220160512	0.289085220160512	2035	tags=29%, list=5%, signal=27%	ENSG00000188120/ENSG00000187191/ENSG00000205944/ENSG00000205916	0.352487857583619
BP	GO:2000052	positive regulation of non-canonical Wnt signaling pathway	12	0.659695983638133	1.63502697303553	0.0162683012370925	0.283536446398962	0.283536446398962	9632	tags=58%, list=22%, signal=46%	ENSG00000179528/ENSG00000105559/ENSG00000107984/ENSG00000111186/ENSG00000153071/ENSG00000104332/ENSG00000146374	0.352487857583619
MF	GO:0080025	phosphatidylinositol-3,5-bisphosphate binding	30	0.519529883338669	1.63497404022998	0.0165118214119094	0.284857266036412	0.284857266036412	6119	tags=23%, list=14%, signal=20%	ENSG00000100558/ENSG00000175097/ENSG00000149596/ENSG00000188089/ENSG00000105559/ENSG00000174307/ENSG00000174705	0.352487857583619
BP	GO:0006911	phagocytosis, engulfment	44	0.471711984386897	1.63440016213191	0.0107389318921766	0.238569941742955	0.238569941742955	10754	tags=41%, list=25%, signal=31%	ENSG00000150337/ENSG00000160255/ENSG00000095970/ENSG00000145850/ENSG00000177119/ENSG00000204472/ENSG00000038945/ENSG00000164171/ENSG00000169896/ENSG00000168461/ENSG00000125730/ENSG00000167851/ENSG00000137801/ENSG00000158156/ENSG00000148180/ENSG00000135218/ENSG00000113249/ENSG00000164251	0.380730400722792
BP	GO:1902895	positive regulation of miRNA transcription	55	0.444926943203688	1.63297699562728	0.00664261270949602	0.184952479874734	0.184952479874734	12729	tags=49%, list=29%, signal=35%	ENSG00000136997/ENSG00000064300/ENSG00000138685/ENSG00000136634/ENSG00000168874/ENSG00000172179/ENSG00000141510/ENSG00000066336/ENSG00000107485/ENSG00000175592/ENSG00000171388/ENSG00000132170/ENSG00000092969/ENSG00000170345/ENSG00000072310/ENSG00000168610/ENSG00000173039/ENSG00000141646/ENSG00000100644/ENSG00000107779/ENSG00000129514/ENSG00000125845/ENSG00000177606/ENSG00000169083/ENSG00000137834/ENSG00000170365/ENSG00000187079	0.407017918923954
MF	GO:0019838	growth factor binding	134	0.392776637784284	1.63243331339195	0.000754212559581701	0.0559430018677863	0.0559430018677863	11230	tags=39%, list=26%, signal=29%	ENSG00000146678/ENSG00000115594/ENSG00000064300/ENSG00000136689/ENSG00000137440/ENSG00000099769/ENSG00000145623/ENSG00000132470/ENSG00000049323/ENSG00000259207/ENSG00000115461/ENSG00000129667/ENSG00000160867/ENSG00000137507/ENSG00000147168/ENSG00000081479/ENSG00000142871/ENSG00000160712/ENSG00000007384/ENSG00000106991/ENSG00000102359/ENSG00000141736/ENSG00000128052/ENSG00000065361/ENSG00000091409/ENSG00000182704/ENSG00000187498/ENSG00000163513/ENSG00000167634/ENSG00000119699/ENSG00000163453/ENSG00000118523/ENSG00000182578/ENSG00000168140/ENSG00000140988/ENSG00000137142/ENSG00000137070/ENSG00000134853/ENSG00000137801/ENSG00000167779/ENSG00000106803/ENSG00000069702/ENSG00000108821/ENSG00000115170/ENSG00000119681/ENSG00000106799/ENSG00000135218/ENSG00000168542/ENSG00000128791/ENSG00000166037/ENSG00000183691/ENSG00000113594	0.477270815362862
BP	GO:0032703	negative regulation of interleukin-2 production	24	0.54732128056762	1.63176344905978	0.0174822235495455	0.295042966621481	0.295042966621481	8880	tags=50%, list=20%, signal=40%	ENSG00000143184/ENSG00000155659/ENSG00000128016/ENSG00000203710/ENSG00000186818/ENSG00000117228/ENSG00000162511/ENSG00000051128/ENSG00000118503/ENSG00000061273/ENSG00000135077/ENSG00000081237	0.352487857583619
BP	GO:0002639	positive regulation of immunoglobulin production	45	0.469242372508266	1.63067298353592	0.0140521980286513	0.269215619571845	0.269215619571845	10961	tags=40%, list=25%, signal=30%	ENSG00000143184/ENSG00000114013/ENSG00000113520/ENSG00000136634/ENSG00000239732/ENSG00000122122/ENSG00000204592/ENSG00000138684/ENSG00000100219/ENSG00000161955/ENSG00000081237/ENSG00000169194/ENSG00000187997/ENSG00000186827/ENSG00000122376/ENSG00000117586/ENSG00000133247/ENSG00000137033	0.380730400722792
BP	GO:0001787	natural killer cell proliferation	15	0.610095051983029	1.62956622699546	0.0167509783658103	0.287311955420152	0.287311955420152	11420	tags=67%, list=26%, signal=49%	ENSG00000174697/ENSG00000102034/ENSG00000110944/ENSG00000203747/ENSG00000162594/ENSG00000204592/ENSG00000134242/ENSG00000150782/ENSG00000090554/ENSG00000168811	0.352487857583619
BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	64	0.436639569003754	1.62915633640961	0.00785709598969304	0.203820878266789	0.203820878266789	10754	tags=33%, list=25%, signal=25%	ENSG00000140254/ENSG00000174697/ENSG00000160255/ENSG00000122386/ENSG00000124762/ENSG00000204936/ENSG00000180210/ENSG00000143199/ENSG00000141510/ENSG00000172243/ENSG00000116717/ENSG00000026103/ENSG00000084207/ENSG00000163513/ENSG00000169896/ENSG00000137801/ENSG00000116044/ENSG00000159228/ENSG00000174130/ENSG00000135218/ENSG00000164251	0.380730400722792
BP	GO:0070561	vitamin D receptor signaling pathway	10	0.680191571801286	1.62863104464645	0.033485303052887	0.407178129648001	0.407178129648001	6702	tags=50%, list=15%, signal=42%	ENSG00000197256/ENSG00000111012/ENSG00000019549/ENSG00000137193/ENSG00000111424	0.321775918075361
BP	GO:0045916	negative regulation of complement activation	14	0.61717919643515	1.62797100723018	0.017736970444158	0.295042966621481	0.295042966621481	4674	tags=43%, list=11%, signal=38%	ENSG00000155659/ENSG00000203710/ENSG00000197721/ENSG00000117322/ENSG00000149131/ENSG00000196352	0.352487857583619
BP	GO:2000628	regulation of miRNA metabolic process	85	0.42823471350312	1.62721509445127	0.00219988414683448	0.102086845991713	0.102086845991713	12809	tags=45%, list=29%, signal=32%	ENSG00000136997/ENSG00000064300/ENSG00000245532/ENSG00000138685/ENSG00000136634/ENSG00000168874/ENSG00000186818/ENSG00000172179/ENSG00000141510/ENSG00000066336/ENSG00000107485/ENSG00000175592/ENSG00000204531/ENSG00000122691/ENSG00000171388/ENSG00000132170/ENSG00000112531/ENSG00000092969/ENSG00000100968/ENSG00000170345/ENSG00000072310/ENSG00000168610/ENSG00000173039/ENSG00000141646/ENSG00000100644/ENSG00000107779/ENSG00000125378/ENSG00000129514/ENSG00000084093/ENSG00000125845/ENSG00000177606/ENSG00000169083/ENSG00000109320/ENSG00000137834/ENSG00000125398/ENSG00000170365/ENSG00000187079/ENSG00000186951	0.431707695803346
BP	GO:0051673	disruption of plasma membrane integrity in another organism	3	0.975733479572251	1.62649169829366	0.000406003875803548	0.0381050603886184	0.0381050603886184	1065	tags=100%, list=2%, signal=98%	ENSG00000206047/ENSG00000240247/ENSG00000239839	0.49849310876659
BP	GO:0140975	disruption of cellular anatomical structure in another organism	3	0.975733479572251	1.62649169829366	0.000406003875803548	0.0381050603886184	0.0381050603886184	1065	tags=100%, list=2%, signal=98%	ENSG00000206047/ENSG00000240247/ENSG00000239839	0.49849310876659
BP	GO:0071222	cellular response to lipopolysaccharide	187	0.373615420378052	1.62639006092408	0.0001893246385283	0.0231026045424638	0.0231026045424638	11258	tags=42%, list=26%, signal=31%	ENSG00000108691/ENSG00000243414/ENSG00000125571/ENSG00000114013/ENSG00000112799/ENSG00000172936/ENSG00000128016/ENSG00000168884/ENSG00000137462/ENSG00000170458/ENSG00000115607/ENSG00000162645/ENSG00000204397/ENSG00000160791/ENSG00000115604/ENSG00000134070/ENSG00000196843/ENSG00000114698/ENSG00000136634/ENSG00000239732/ENSG00000239998/ENSG00000067182/ENSG00000149968/ENSG00000134061/ENSG00000164104/ENSG00000169245/ENSG00000137752/ENSG00000129988/ENSG00000108342/ENSG00000066336/ENSG00000174125/ENSG00000196352/ENSG00000064932/ENSG00000106366/ENSG00000125538/ENSG00000169429/ENSG00000163735/ENSG00000165806/ENSG00000172216/ENSG00000198001/ENSG00000026025/ENSG00000254087/ENSG00000169403/ENSG00000121853/ENSG00000131068/ENSG00000034152/ENSG00000118113/ENSG00000084207/ENSG00000090376/ENSG00000118503/ENSG00000132256/ENSG00000167634/ENSG00000162711/ENSG00000117226/ENSG00000100219/ENSG00000135077/ENSG00000101336/ENSG00000134242/ENSG00000154589/ENSG00000150782/ENSG00000173039/ENSG00000127666/ENSG00000184216/ENSG00000025434/ENSG00000105483/ENSG00000189403/ENSG00000174130/ENSG00000096968/ENSG00000135218/ENSG00000117586/ENSG00000162892/ENSG00000166710/ENSG00000167207/ENSG00000163736/ENSG00000100985/ENSG00000012223/ENSG00000104972/ENSG00000151882	0.518848077743792
